류, 사과, 후지, 1, 0, 85.0
과채류, 딸기, 설향, 1, 0, 1200.0
류, 표고버섯, 표고버섯, 1, 0, 960.0
과채류, 딸기, 설향, 1, 0, 900.0
류, 파프리카, 빨강파프리카, 1, 0, 360.0
류, 사과, 미얀마, 1, 0, 284.5
류, 사과, 후지, 1, 0, 286.0
과채류, 딸기, 설향, 1, 0, 900.0
류, 사과, 미얀마, 1, 0, 144.5
류, 파인애플, 파인애플, 1, 0, 225.0
과채류, 딸기, 설향, 1, 0, 1300.0
류, 사과, 미얀마, 1, 0, 272.0
류, 사과, 미얀마, 1, 0, 175.0
류, 자몽, 그레이프푸룻, 1, 0, 362.5
과채류, 딸기, 설향, 1, 0, 1300.0
류, 자몽, 그레이프푸룻, 1, 0, 362.5
류, 자몽, 그레이프푸룻, 1, 0, 362.5
류, 자몽, 그레이프푸룻, 1, 0, 362.5
류, 자몽, 그레이프푸룻, 1, 0, 362.5
과채류, 딸기, 설향, 1, 0, 1550.0
채류, 양배추, 양배추, 1, 0, 62.5
채류, 양배추, 양배추, 1, 0, 62.5
채류, 양배추, 양배추, 1, 0, 62.5
과채류, 딸기, 설향, 1, 0, 1550.0
류, 양상추, 양상추, 1, 0, 275.0
류, 사과, 미얀마, 1, 0, 230.0
류, 사과, 미얀마, 1, 0, 276.5
류, 사과, 미얀마, 1, 0, 329.5
류, 양상추, 양상추, 1, 0, 282.5
류, 사과, 미얀마, 1, 0, 322.5
류, 사과, 미얀마, 1, 0, 194.5
류, 양상추, 양상추, 1, 0, 280.0
류, 양상추, 양상추, 1, 0, 280.0
채류, 얼갈이배추, 알배기, 1, 0, 62.5
류, 사과, 미얀마, 1, 0, 264.5
류, 사과, 기타사과, 1, 0, 180.0
류, 사과, 미얀마, 1, 0, 299.5
류, 사과, 기타사과, 1, 0, 200.0
류, 사과, 기타사과, 1, 0, 234.5
, 팥, 팥, 1, 0, 830.0
류, 밤, 밤, 1, 0, 464.0
류, 밤, 밤, 1, 0, 320.0
류, 호박, 호박고지, 1, 0, 2000.0
류, 밤, 밤, 1, 0, 250.0
류, 배, 신고, 1, 0, 173.33333
류, 사과, 후지, 1, 0, 430.0
류, 감귤, 조생귤, 1, 0, 150.0
류, 단감, 부유, 1, 0, 133.0
과채류, 딸기, 설향, 1, 0, 1100.0
류, 감귤, 조생귤, 1, 0, 166.0
류, 체리, 체리, 1, 0, 200.0
류, 단감, 부유, 1, 0, 177.0
과채류, 방울토마토, 대추방울, 1, 0, 400.0
과채류, 딸기, 설향, 1, 0, 1200.0
류, 만감, 한라봉, 1, 0, 216.66667
류, 치커리, 치커리, 1, 0, 295.0
류, 만감, 한라봉, 1, 0, 216.66667
류, 사과, 미얀마, 1, 0, 236.0
류, 사과, 미얀마, 1, 0, 290.0
류, 사과, 미얀마, 1, 0, 172.5
류, 사과, 미얀마, 1, 0, 195.0
류, 사과, 미얀마, 1, 0, 345.0
채류, 쑥갓, 쑥갓, 1, 0, 282.5
과채류, 딸기, 설향, 1, 0, 1250.0
류, 사과, 미얀마, 1, 0, 340.0
류, 사과, 미얀마, 1, 0, 34.5
류, 사과, 미얀마, 1, 0, 234.5
류, 사과, 미얀마, 1, 0, 377.5
류, 사과, 미얀마, 1, 0, 162.5
류, 만감, 한라봉, 1, 0, 200.0
류, 사과, 미얀마, 1, 0, 389.5
류, 만감, 한라봉, 1, 0, 200.0
과채류, 딸기, 설향, 1, 0, 1550.0
채류, 쑥갓, 쑥갓, 1, 0, 377.5
류, 사과, 미얀마, 1, 0, 190.0
류, 사과, 미얀마, 1, 0, 213.0
채류, 시금치, 시금치, 1, 0, 175.0
류, 떫은감, 대봉시, 1, 0, 150.0
류, 사과, 미얀마, 1, 0, 200.0
과채류, 딸기, 설향, 1, 0, 1360.0
류, 사과, 미얀마, 1, 0, 505.0
류, 호두, 기타호두, 1, 0, 500.0
과채류, 딸기, 설향, 1, 0, 900.0
채류, 깻잎, 깻잎, 1, 0, 280.0
과채류, 딸기, 설향, 1, 0, 1400.0
채소류, 양파, 양파, 0, 0, 119.0
류, 사과, 미얀마, 1, 0, 53.0
류, 파인애플, 파인애플, 1, 0, 225.0
류, 표고버섯, 표고버섯, 1, 0, 1030.0
과채류, 딸기, 설향, 1, 0, 1550.0
류, 사과, 미얀마, 1, 0, 110.0
류, 목이, 목이, 0, 0, 1860.0
류, 사과, 미얀마, 1, 0, 94.5
류, 감귤, 비가림감귤, 1, 0, 176.0
류, 호두, 기타호두, 1, 0, 500.0
류, 사과, 미얀마, 1, 0, 139.5
류, 감귤, 조생귤, 1, 0, 136.0
류, 사과, 후지, 1, 0, 60.0
류, 사과, 미얀마, 1, 0, 330.0
과채류, 딸기, 설향, 1, 0, 1400.0
과채류, 딸기, 설향, 1, 0, 1650.0
류, 파프리카, 빨강파프리카, 1, 0, 332.0
류, 감귤, 조생귤, 1, 0, 220.0
과채류, 딸기, 설향, 1, 0, 930.0
과채류, 딸기, 설향, 1, 0, 1000.0
류, 호두, 기타호두, 1, 0, 500.0
류, 사과, 미얀마, 1, 0, 94.0
류, 팽이버섯, 팽이1호, 1, 0, 152.0
류, 사과, 미얀마, 1, 0, 109.5
과채류, 딸기, 설향, 1, 0, 1320.0
류, 무, 봄무, 1, 0, 53.0
류, 사과, 미얀마, 1, 0, 180.5
류, 감귤, 조생귤, 1, 0, 172.0
류, 표고버섯, 표고버섯, 1, 0, 900.0
류, 무, 봄무, 1, 0, 53.0
류, 사과, 후지, 1, 0, 220.0
류, 포도, 샤인마스캇, 1, 0, 950.0
류, 호두, 기타호두, 1, 0, 500.0
류, 떫은감, 대봉시, 1, 0, 65.0
, 고구마, 기타, 1, 0, 161.0
류, 사과, 미얀마, 1, 0, 134.5
류, 표고버섯, 건표고, 0, 0, 1640.0
과채류, 딸기, 설향, 1, 0, 400.0
과채류, 딸기, 설향, 1, 0, 1650.0
과채류, 딸기, 설향, 1, 0, 600.0
류, 사과, 미얀마, 1, 0, 131.5
류, 감귤, 조생귤, 1, 0, 220.0
류, 무, 봄무, 1, 0, 52.5
류, 표고버섯, 표고버섯, 1, 0, 1100.0
류, 감귤, 비가림감귤, 1, 0, 130.0
과채류, 딸기, 설향, 1, 0, 1480.0
류, 호두, 기타호두, 1, 0, 500.0
류, 무, 봄무, 1, 0, 52.5
류, 목이, 건목이버섯, 1, 0, 3600.0
류, 포도, 샤인마스캇, 1, 0, 950.0
류, 표고버섯, 표고버섯, 1, 0, 1060.0
류, 사과, 미얀마, 1, 0, 122.5
과채류, 딸기, 설향, 1, 0, 2100.0
과채류, 딸기, 설향, 1, 0, 800.0
과채류, 딸기, 설향, 1, 0, 1200.0
과채류, 딸기, 설향, 1, 0, 1280.0
류, 사과, 미얀마, 1, 0, 104.5
과채류, 딸기, 설향, 1, 0, 500.0
과채류, 딸기, 설향, 1, 0, 600.0
류, 감귤, 조생귤, 1, 0, 200.0
류, 호두, 기타호두, 1, 0, 500.0
류, 떫은감, 대봉시, 1, 0, 138.0
과채류, 딸기, 설향, 1, 0, 1250.0
과채류, 딸기, 설향, 1, 0, 860.0
류, 사과, 미얀마, 1, 0, 119.5
류, 사과, 미얀마, 1, 0, 223.0
과채류, 딸기, 설향, 1, 0, 2100.0
류, 사과, 미얀마, 1, 0, 160.0
류, 사과, 미얀마, 1, 0, 148.0
과채류, 딸기, 설향, 1, 0, 1400.0
채소류, 홍고추, 홍고추, 1, 0, 220.0
류, 감귤, 조생귤, 1, 0, 260.0
과채류, 딸기, 설향, 1, 0, 1300.0
류, 감귤, 조생귤, 1, 0, 183.33333
류, 호두, 기타호두, 1, 0, 500.0
류, 포도, 샤인마스캇, 1, 0, 300.0
류, 포도, 샤인마스캇, 1, 0, 650.0
류, 사과, 미얀마, 1, 0, 179.5
류, 배, 신고, 1, 0, 100.666664
류, 표고버섯, 표고버섯, 1, 0, 1000.0
채류, 얼갈이배추, 알배기, 1, 0, 125.0
류, 파인애플, 파인애플, 1, 0, 225.0
류, 사과, 미얀마, 1, 0, 149.5
과채류, 딸기, 설향, 1, 0, 560.0
류, 사과, 후지, 1, 0, 200.0
과채류, 딸기, 설향, 1, 0, 1550.0
과채류, 딸기, 설향, 1, 0, 1000.0
과채류, 딸기, 설향, 1, 0, 1266.6666
과채류, 딸기, 설향, 1, 0, 1500.0
류, 호두, 기타호두, 1, 0, 500.0
채류, 미나리, 돌미나리, 1, 0, 425.0
류, 파프리카, 노랑파프리카, 1, 0, 244.0
류, 마, 기타마, 1, 0, 96.0
류, 감귤, 조생귤, 1, 0, 250.0
류, 감귤, 조생귤, 1, 0, 260.0
류, 사과, 미얀마, 1, 0, 161.0
류, 감귤, 조생귤, 1, 0, 230.0
류, 사과, 미얀마, 1, 0, 144.5
류, 포도, 샤인마스캇, 1, 0, 650.0
과채류, 토마토, 토마토, 1, 0, 228.0
채류, 미나리, 돌미나리, 1, 0, 425.0
과채류, 딸기, 설향, 1, 0, 1500.0
과채류, 딸기, 설향, 1, 0, 1000.0
류, 사과, 미얀마, 1, 0, 158.0
류, 호두, 기타호두, 1, 0, 500.0
채소류, 홍고추, 홍고추, 1, 0, 560.0
류, 감귤, 조생귤, 1, 0, 280.0
류, 사과, 미얀마, 1, 0, 175.5
과채류, 딸기, 설향, 1, 0, 1400.0
류, 감귤, 조생귤, 1, 0, 152.0
류, 포도, 샤인마스캇, 1, 0, 650.0
류, 사과, 미얀마, 1, 0, 200.0
채류, 미나리, 돌미나리, 1, 0, 425.0
류, 오렌지, 오렌지, 0, 0, 470.58823
류, 사과, 미얀마, 1, 0, 150.0
류, 사과, 미얀마, 1, 0, 184.5
류, 포도, 샤인마스캇, 1, 0, 650.0
류, 사과, 미얀마, 1, 0, 315.0
류, 표고버섯, 표고버섯, 1, 0, 1060.0
류, 감귤, 조생귤, 1, 0, 270.0
류, 사과, 미얀마, 1, 0, 284.5
과채류, 딸기, 설향, 1, 0, 1330.0
류, 호두, 기타호두, 1, 0, 500.0
류, 오렌지, 오렌지, 0, 0, 116.666664
류, 사과, 미얀마, 1, 0, 119.5
류, 오렌지, 오렌지, 0, 0, 470.58823
류, 감귤, 레드향, 1, 0, 553.3333
과채류, 딸기, 기타딸기, 1, 0, 600.0
류, 사과, 미얀마, 1, 0, 187.5
류, 오렌지, 오렌지, 0, 0, 470.58823
류, 파인애플, 파인애플, 1, 0, 225.0
류, 곶감, 기타곶감, 1, 0, 810.0
채류, 머위대, 생머위대, 1, 0, 285.7143
류, 사과, 후지, 1, 0, 190.0
류, 사과, 미얀마, 1, 0, 200.0
류, 사과, 미얀마, 1, 0, 239.5
과채류, 딸기, 설향, 1, 0, 1100.0
류, 사과, 미얀마, 1, 0, 200.0
류, 사과, 미얀마, 1, 0, 264.5
류, 밤, 밤, 1, 0, 130.0
류, 밤, 밤, 1, 0, 464.0
류, 밤, 밤, 1, 0, 320.0
류, 호박, 호박고지, 1, 0, 2000.0
류, 밤, 밤, 1, 0, 250.0
류, 사과, 미얀마, 1, 0, 344.5
류, 사과, 기타사과, 1, 0, 281.5
류, 사과, 미얀마, 1, 0, 349.5
류, 사과, 기타사과, 1, 0, 319.5
류, 사과, 미얀마, 1, 0, 384.5
과채류, 수박, 수박, 1, 0, 150.0
류, 감귤, 조생귤, 1, 0, 138.0
과채류, 딸기, 설향, 1, 0, 1400.0
과채류, 딸기, 설향, 1, 0, 1400.0
류, 포도, 샤인마스캇, 1, 0, 330.0
류, 감귤, 조생귤, 1, 0, 182.0
류, 감귤, 조생귤, 1, 0, 104.0
과채류, 방울토마토, 대추방울, 1, 0, 125.0
과채류, 수박, 수박, 1, 0, 163.63637
과채류, 수박, 수박, 1, 0, 163.63637
류, 사과, 미얀마, 1, 0, 485.0
류, 사과, 미얀마, 1, 0, 96.5
류, 사과, 미얀마, 1, 0, 151.5
류, 사과, 미얀마, 1, 0, 189.5
작물류, 참당귀, 당귀잎, 1, 0, 1910.0
류, 사과, 미얀마, 1, 0, 274.5
류, 사과, 미얀마, 1, 0, 280.0
작물류, 유채, 식용, 1, 0, 220.0
류, 사과, 미얀마, 1, 0, 294.5
류, 사과, 미얀마, 1, 0, 275.0
류, 사과, 미얀마, 1, 0, 77.5
류, 사과, 미얀마, 1, 0, 430.0
과채류, 딸기, 설향, 1, 0, 1800.0
류, 사과, 미얀마, 1, 0, 279.5
류, 사과, 미얀마, 1, 0, 460.0
류, 포도, 샤인마스캇, 1, 0, 300.0
과채류, 딸기, 설향, 1, 0, 650.0
류, 만감, 한라봉, 1, 0, 388.8889
류, 만감, 한라봉, 1, 0, 388.8889
류, 사과, 미얀마, 1, 0, 450.0
과채류, 딸기, 설향, 1, 0, 1200.0
과채류, 딸기, 설향, 1, 0, 1300.0
류, 사과, 미얀마, 1, 0, 46.0
류, 사과, 미얀마, 1, 0, 229.5
과채류, 딸기, 설향, 1, 0, 1200.0
류, 사과, 미얀마, 1, 0, 194.5
채류, 얼갈이배추, 얼갈이배추, 1, 0, 170.0
류, 사과, 미얀마, 1, 0, 150.0
류, 사과, 미얀마, 1, 0, 226.0
류, 사과, 미얀마, 1, 0, 299.5
류, 감귤, 조생귤, 1, 0, 130.0
류, 사과, 미얀마, 1, 0, 200.0
류, 사과, 미얀마, 1, 0, 285.0
류, 파프리카, 노랑파프리카, 1, 0, 326.0
류, 포도, 샤인마스캇, 1, 0, 712.5
과채류, 딸기, 설향, 1, 0, 600.0
류, 사과, 미얀마, 1, 0, 349.5
채소류, 홍고추, 홍고추, 1, 0, 306.0
채류, 깻잎, 깻잎, 1, 0, 320.0
채류, 시금치, 시금치, 1, 0, 262.5
류, 사과, 미얀마, 1, 0, 224.5
류, 사과, 미얀마, 1, 0, 384.5
과채류, 딸기, 설향, 1, 0, 600.0
류, 포도, 샤인마스캇, 1, 0, 712.5
류, 사과, 미얀마, 1, 0, 234.5
채류, 얼갈이배추, 얼갈이배추, 1, 0, 170.0
채류, 시금치, 시금치, 1, 0, 533.3333
류, 파프리카, 노랑파프리카, 1, 0, 306.0
채소류, 홍고추, 홍고추, 1, 0, 588.0
류, 포도, 샤인마스캇, 1, 0, 712.5
과채류, 딸기, 설향, 1, 0, 1750.0
채류, 시금치, 시금치, 1, 0, 533.3333
류, 사과, 미얀마, 1, 0, 337.0
류, 사과, 미얀마, 1, 0, 264.5
류, 사과, 미얀마, 1, 0, 517.5
류, 포도, 샤인마스캇, 1, 0, 712.5
채류, 상추, 청상추, 1, 0, 350.0
류, 사과, 미얀마, 1, 0, 294.5
채류, 시금치, 시금치, 1, 0, 262.5
류, 사과, 미얀마, 1, 0, 169.5
류, 사과, 미얀마, 1, 0, 59.5
류, 포도, 샤인마스캇, 1, 0, 725.0
류, 만감, 한라봉, 1, 0, 170.0
과채류, 딸기, 설향, 1, 0, 550.0
류, 포도, 샤인마스캇, 1, 0, 675.0
류, 사과, 미얀마, 1, 0, 330.5
류, 사과, 미얀마, 1, 0, 224.5
채류, 시금치, 시금치, 1, 0, 262.5
류, 사과, 미얀마, 1, 0, 116.5
과채류, 딸기, 설향, 1, 0, 1520.0
채류, 시금치, 시금치, 1, 0, 262.5
류, 포도, 샤인마스캇, 1, 0, 500.0
류, 감귤, 조생귤, 1, 0, 220.0
류, 만감, 한라봉, 1, 0, 350.0
류, 오렌지, 오렌지, 0, 0, 116.666664
류, 사과, 미얀마, 1, 0, 114.5
류, 사과, 미얀마, 1, 0, 349.5
류, 만감, 한라봉, 1, 0, 350.0
류, 사과, 미얀마, 1, 0, 165.0
류, 오렌지, 오렌지, 0, 0, 470.58823
채류, 시금치, 시금치, 1, 0, 262.5
류, 오렌지, 오렌지, 0, 0, 116.666664
류, 포도, 샤인마스캇, 1, 0, 725.0
과채류, 딸기, 설향, 1, 0, 550.0
류, 사과, 미얀마, 1, 0, 200.0
류, 오렌지, 오렌지, 0, 0, 470.58823
과채류, 딸기, 설향, 1, 0, 1900.0
류, 포도, 샤인마스캇, 1, 0, 775.0
류, 사과, 미얀마, 1, 0, 227.5
류, 망고, 망고, 0, 0, 900.0
채류, 시금치, 시금치, 1, 0, 262.5
류, 만감, 한라봉, 1, 0, 350.0
류, 포도, 샤인마스캇, 1, 0, 850.0
류, 사과, 미얀마, 1, 0, 64.5
류, 오렌지, 오렌지, 0, 0, 116.666664
류, 오렌지, 오렌지, 0, 0, 470.58823
류, 사과, 미얀마, 1, 0, 165.0
류, 밤, 기타밤, 1, 0, 550.0
과채류, 딸기, 설향, 1, 0, 590.0
류, 호두, 기타호두, 1, 0, 500.0
과채류, 딸기, 설향, 1, 0, 1550.0
류, 사과, 기타사과, 1, 0, 299.0
과채류, 딸기, 설향, 1, 0, 910.0
류, 사과, 후지, 1, 0, 245.0
류, 오렌지, 오렌지, 0, 0, 470.58823
류, 사과, 미얀마, 1, 0, 224.5
류, 오렌지, 오렌지, 0, 0, 116.666664
류, 감귤, 조생귤, 1, 0, 160.0
과채류, 딸기, 설향, 1, 0, 1000.0
류, 오렌지, 오렌지, 0, 0, 116.666664
과채류, 딸기, 설향, 1, 0, 1900.0
류, 사과, 기타사과, 1, 0, 269.5
과채류, 토마토, 토마토, 1, 0, 230.0
과채류, 딸기, 설향, 1, 0, 1200.0
류, 감귤, 조생귤, 1, 0, 130.0
류, 오렌지, 오렌지, 0, 0, 470.58823
류, 감귤, 비가림감귤, 1, 0, 200.0
과채류, 딸기, 설향, 1, 0, 1900.0
과채류, 딸기, 설향, 1, 0, 1100.0
류, 사과, 후지, 1, 0, 200.0
류, 오렌지, 오렌지, 0, 0, 470.58823
류, 포도, 샤인마스캇, 1, 0, 712.5
류, 사과, 미얀마, 1, 0, 33.0
류, 감귤, 조생귤, 1, 0, 130.0
과채류, 딸기, 설향, 1, 0, 1100.0
류, 오렌지, 오렌지, 0, 0, 116.666664
류, 사과, 미얀마, 1, 0, 56.5
류, 사과, 미얀마, 1, 0, 289.0
류, 오렌지, 오렌지, 0, 0, 470.58823
류, 사과, 미얀마, 1, 0, 270.0
류, 감귤, 조생귤, 1, 0, 210.0
류, 마, 기타마, 1, 0, 120.0
류, 감귤, 조생귤, 1, 0, 200.0
류, 사과, 미얀마, 1, 0, 84.5
류, 감귤, 비가림감귤, 1, 0, 170.0
과채류, 딸기, 설향, 1, 0, 1300.0
류, 파인애플, 파인애플, 1, 0, 225.0
과채류, 딸기, 기타딸기, 1, 0, 966.6667
류, 사과, 미얀마, 1, 0, 240.0
류, 사과, 후지, 1, 0, 300.0
류, 오렌지, 오렌지, 0, 0, 470.58823
과채류, 딸기, 설향, 1, 0, 1173.3334
류, 사과, 미얀마, 1, 0, 119.5
류, 사과, 미얀마, 1, 0, 284.5
류, 감귤, 비가림감귤, 1, 0, 152.0
과채류, 딸기, 설향, 1, 0, 1350.0
과채류, 딸기, 설향, 1, 0, 650.0
류, 오렌지, 오렌지, 0, 0, 470.58823
류, 만감, 한라봉, 1, 0, 333.33334
류, 포도, 샤인마스캇, 1, 0, 750.0
, 고구마, 기타, 1, 0, 82.0
류, 감귤, 조생귤, 1, 0, 210.0
류, 느타리버섯, 애느타리, 1, 0, 300.0
과채류, 딸기, 설향, 1, 0, 550.0
류, 사과, 후지, 1, 0, 93.0
류, 만감, 한라봉, 1, 0, 333.33334
류, 사과, 미얀마, 1, 0, 144.5
과채류, 딸기, 설향, 1, 0, 850.0
과채류, 딸기, 설향, 1, 0, 12000.0
류, 감귤, 조생귤, 1, 0, 180.0
류, 느타리버섯, 애느타리, 1, 0, 300.0
류, 포도, 샤인마스캇, 1, 0, 750.0
채류, 시금치, 시금치, 1, 0, 150.0
류, 사과, 미얀마, 1, 0, 169.5
류, 느타리버섯, 애느타리, 1, 0, 300.0
류, 파인애플, 파인애플, 1, 0, 225.0
류, 사과, 미얀마, 1, 0, 125.0
류, 사과, 미얀마, 1, 0, 112.5
과채류, 딸기, 설향, 1, 0, 700.0
류, 감귤, 조생귤, 1, 0, 180.0
과채류, 딸기, 설향, 1, 0, 1266.6666
류, 느타리버섯, 애느타리, 1, 0, 300.0
류, 감귤, 조생귤, 1, 0, 240.0
류, 사과, 미얀마, 1, 0, 150.0
과채류, 토마토, 토마토, 1, 0, 243.0
류, 사과, 후지, 1, 0, 145.5
과채류, 토마토, 기타토마토, 1, 0, 116.0
류, 느타리버섯, 애느타리, 1, 0, 300.0
류, 느타리버섯, 애느타리, 1, 0, 300.0
류, 사과, 미얀마, 1, 0, 261.0
류, 사과, 미얀마, 1, 0, 575.0
류, 사과, 미얀마, 1, 0, 150.0
류, 호두, 기타호두, 1, 0, 302.5
류, 체리, 체리, 0, 0, 960.0
작물류, 참당귀, 당귀잎, 1, 0, 1910.0
과채류, 수박, 수박, 1, 0, 163.63637
류, 사과, 미얀마, 1, 0, 144.5
류, 사과, 미얀마, 1, 0, 224.5
과채류, 수박, 수박, 1, 0, 163.63637
류, 치커리, 치커리, 1, 0, 295.0
과채류, 수박, 수박, 1, 0, 163.63637
류, 사과, 미얀마, 1, 0, 261.5
과채류, 딸기, 설향, 1, 0, 1000.0
류, 배, 신고, 1, 0, 206.66667
류, 사과, 미얀마, 1, 0, 260.0
과채류, 딸기, 설향, 1, 0, 600.0
류, 사과, 미얀마, 1, 0, 239.5
류, 포도, 샤인마스캇, 1, 0, 415.0
과채류, 딸기, 설향, 1, 0, 750.0
채류, 시금치, 시금치, 1, 0, 165.0
류, 감귤, 조생귤, 1, 0, 78.0
과채류, 딸기, 설향, 1, 0, 1250.0
류, 사과, 미얀마, 1, 0, 82.5
류, 만감, 한라봉, 1, 0, 400.0
류, 사과, 미얀마, 1, 0, 375.0
류, 만감, 한라봉, 1, 0, 400.0
과채류, 딸기, 설향, 1, 0, 1250.0
류, 사과, 미얀마, 1, 0, 94.5
류, 사과, 미얀마, 1, 0, 146.0
과채류, 딸기, 설향, 1, 0, 1350.0
류, 사과, 미얀마, 1, 0, 79.5
채류, 깻잎, 깻잎, 1, 0, 320.0
류, 감귤, 중생귤, 1, 0, 265.2
과채류, 딸기, 기타딸기, 1, 0, 1632.0
류, 감귤, 중생귤, 1, 0, 224.4
류, 사과, 미얀마, 1, 0, 94.5
류, 사과, 미얀마, 1, 0, 134.5
과채류, 딸기, 기타딸기, 1, 0, 1122.0
류, 사과, 미얀마, 1, 0, 185.0
류, 감귤, 중생귤, 1, 0, 249.0
채류, 상추, 꽃적상추, 1, 0, 125.0
과채류, 딸기, 기타딸기, 1, 0, 510.0
류, 사과, 미얀마, 1, 0, 219.5
과채류, 딸기, 기타딸기, 1, 0, 1224.0
채류, 상추, 꽃적상추, 1, 0, 325.0
류, 감귤, 레드향, 1, 0, 500.0
류, 감귤, 중생귤, 1, 0, 285.6
류, 사과, 미얀마, 1, 0, 175.0
류, 사과, 미얀마, 1, 0, 144.5
류, 감귤, 레드향, 1, 0, 250.0
류, 감귤, 레드향, 1, 0, 500.0
류, 사과, 미얀마, 1, 0, 219.5
류, 사과, 미얀마, 1, 0, 244.5
류, 사과, 미얀마, 1, 0, 281.5
류, 만감, 한라봉, 1, 0, 380.0
류, 사과, 미얀마, 1, 0, 195.0
류, 사과, 미얀마, 1, 0, 298.0
류, 사과, 미얀마, 1, 0, 246.5
류, 만감, 한라봉, 1, 0, 350.0
류, 사과, 미얀마, 1, 0, 234.5
류, 만감, 한라봉, 1, 0, 350.0
채류, 시금치, 시금치, 1, 0, 262.5
류, 사과, 미얀마, 1, 0, 244.0
류, 만감, 한라봉, 1, 0, 350.0
채류, 시금치, 시금치, 1, 0, 262.5
류, 만감, 한라봉, 1, 0, 350.0
류, 사과, 미얀마, 1, 0, 250.5
채류, 시금치, 시금치, 1, 0, 262.5
류, 포도, 샤인마스캇, 1, 0, 550.0
류, 사과, 미얀마, 1, 0, 229.5
류, 사과, 후지, 1, 0, 85.0
류, 사과, 미얀마, 1, 0, 355.0
류, 포도, 샤인마스캇, 1, 0, 750.0
채류, 시금치, 시금치, 1, 0, 262.5
류, 새송이, 새송이버섯, 1, 0, 400.0
류, 사과, 미얀마, 1, 0, 211.0
류, 사과, 미얀마, 1, 0, 282.5
과채류, 딸기, 금실, 1, 0, 800.0
류, 포도, 샤인마스캇, 1, 0, 675.0
채류, 토란대, 건토란대, 1, 0, 3500.0
류, 사과, 미얀마, 1, 0, 295.0
류, 사과, 미얀마, 1, 0, 172.0
류, 연근, 연근, 1, 0, 518.3
류, 포도, 샤인마스캇, 1, 0, 500.0
류, 새송이, 새송이버섯, 1, 0, 320.0
과채류, 딸기, 설향, 1, 0, 850.0
류, 포도, 샤인마스캇, 1, 0, 725.0
류, 사과, 미얀마, 1, 0, 282.5
류, 새송이, 새송이버섯, 1, 0, 355.0
과채류, 딸기, 설향, 1, 0, 850.0
채소류, 생강, 생강, 1, 0, 950.0
과채류, 딸기, 설향, 1, 0, 1650.0
류, 오렌지, 오렌지, 0, 0, 116.666664
류, 감귤, 기타감귤, 1, 0, 140.0
류, 오렌지, 오렌지, 0, 0, 116.666664
류, 느타리버섯, 애느타리, 1, 0, 300.0
류, 사과, 후지, 1, 0, 171.5
류, 바나나, 기타바나나, 1, 0, 238.46153
류, 사과, 미얀마, 1, 0, 244.5
류, 새송이, 새송이버섯, 1, 0, 365.0
류, 감귤, 기타감귤, 1, 0, 240.0
류, 포도, 샤인마스캇, 1, 0, 775.0
류, 취나물, 건취나물, 1, 0, 3500.0
류, 사과, 미얀마, 1, 0, 113.0
류, 포도, 포도, 0, 0, 700.0
류, 감귤, 기타감귤, 1, 0, 350.0
류, 사과, 미얀마, 1, 0, 284.5
류, 호박, 호박고지, 1, 0, 3000.0
과채류, 딸기, 설향, 1, 0, 1650.0
류, 포도, 샤인마스캇, 1, 0, 850.0
류, 새송이, 새송이버섯, 1, 0, 365.0
류, 감귤, 기타감귤, 1, 0, 132.0
류, 느타리버섯, 애느타리, 1, 0, 300.0
류, 사과, 미얀마, 1, 0, 102.5
류, 사과, 후지, 1, 0, 181.5
류, 사과, 미얀마, 1, 0, 272.0
류, 감귤, 기타감귤, 1, 0, 380.0
채소류, 홍고추, 홍고추, 1, 0, 285.0
류, 사과, 미얀마, 1, 0, 335.0
류, 파인애플, 기타파인애플, 1, 0, 230.76923
류, 감귤, 조생귤, 1, 0, 150.0
류, 사과, 미얀마, 1, 0, 95.5
류, 파인애플, 기타파인애플, 1, 0, 230.76923
채소류, 홍고추, 홍고추, 1, 0, 690.0
과채류, 딸기, 설향, 1, 0, 730.0
류, 새송이, 새송이버섯, 1, 0, 365.0
류, 느타리버섯, 애느타리, 1, 0, 300.0
류, 감귤, 기타감귤, 1, 0, 340.0
과채류, 딸기, 설향, 1, 0, 1400.0
류, 감귤, 조생귤, 1, 0, 240.0
류, 오렌지, 오렌지, 0, 0, 116.666664
류, 감귤, 기타감귤, 1, 0, 240.0
과채류, 딸기, 설향, 1, 0, 550.0
류, 감귤, 조생귤, 1, 0, 132.0
류, 바나나, 기타바나나, 1, 0, 238.46153
류, 가지, 가지, 1, 0, 330.0
류, 느타리버섯, 애느타리, 1, 0, 300.0
류, 새송이, 새송이버섯, 1, 0, 400.0
류, 파인애플, 파인애플, 1, 0, 225.0
류, 사과, 미얀마, 1, 0, 120.5
류, 감귤, 조생귤, 1, 0, 236.0
류, 바나나, 기타바나나, 1, 0, 238.46153
류, 새송이, 새송이버섯, 1, 0, 400.0
류, 감귤, 비가림감귤, 1, 0, 240.0
채류, 부추, 일반부추, 1, 0, 460.0
과채류, 딸기, 설향, 1, 0, 1400.0
류, 바나나, 바나나, 0, 0, 176.92308
류, 사과, 미얀마, 1, 0, 375.0
류, 사과, 미얀마, 1, 0, 140.0
류, 사과, 미얀마, 1, 0, 58.0
류, 감귤, 조생귤, 1, 0, 200.0
류, 오렌지, 오렌지, 0, 0, 116.666664
류, 느타리버섯, 애느타리, 1, 0, 300.0
과채류, 딸기, 설향, 1, 0, 1200.0
