과채류, 딸기, 설향, 1, 0, 890.0
류, 감귤, 조생귤, 1, 0, 160.0
류, 배, 신고, 1, 0, 120.0
류, 사과, 미얀마, 1, 0, 150.0
류, 만감, 한라봉, 1, 0, 350.0
류, 감귤, 조생귤, 1, 0, 240.0
류, 사과, 미얀마, 1, 0, 264.5
과채류, 딸기, 설향, 1, 0, 500.0
과채류, 방울토마토, 대추방울, 1, 0, 400.0
류, 대추, 건대추, 1, 0, 131.0
채류, 쑥갓, 쑥갓, 1, 0, 475.0
류, 감귤, 조생귤, 1, 0, 70.0
류, 사과, 미얀마, 1, 0, 109.5
류, 무, 봄무, 1, 0, 45.0
류, 바나나, 바나나, 0, 0, 211.53847
류, 감귤, 천혜향, 1, 0, 456.66666
과채류, 딸기, 설향, 1, 0, 1800.0
류, 감귤, 조생귤, 1, 0, 66.666664
류, 단감, 부유, 1, 0, 191.0
류, 사과, 후지, 1, 0, 410.0
류, 바나나, 바나나, 0, 0, 142.85715
류, 만감, 한라봉, 1, 0, 350.0
과채류, 방울토마토, 대추방울, 1, 0, 340.0
류, 만감, 한라봉, 1, 0, 350.0
류, 사과, 미얀마, 1, 0, 680.0
류, 사과, 기타사과, 1, 0, 300.0
류, 감귤, 조생귤, 1, 0, 100.0
류, 사과, 미얀마, 1, 0, 179.5
과채류, 딸기, 설향, 1, 0, 1400.0
과채류, 딸기, 설향, 1, 0, 760.0
류, 사과, 미얀마, 1, 0, 186.0
류, 사과, 후지, 1, 0, 85.0
과채류, 딸기, 설향, 1, 0, 1150.0
과채류, 토마토, 토마토, 1, 0, 385.0
류, 바나나, 바나나, 0, 0, 142.85715
채소류, 쪽파, 쪽파, 1, 0, 263.0
류, 바나나, 바나나, 0, 0, 76.92308
류, 사과, 미얀마, 1, 0, 185.0
과채류, 딸기, 금실, 1, 0, 800.0
류, 사과, 미얀마, 1, 0, 216.5
류, 바나나, 바나나, 0, 0, 115.38461
과채류, 딸기, 설향, 1, 0, 1020.0
과채류, 토마토, 완숙토마토, 1, 0, 230.0
류, 밤, 기타밤, 1, 0, 550.0
채류, 상추, 청상추, 1, 0, 375.0
류, 밤, 기타밤, 1, 0, 550.0
채류, 얼갈이배추, 얼갈이배추, 1, 0, 450.0
류, 배, 신고, 1, 0, 273.33334
과채류, 토마토, 완숙토마토, 1, 0, 230.0
류, 포도, 샤인마스캇, 1, 0, 750.0
류, 사과, 미얀마, 1, 0, 239.5
채류, 깻잎, 깻잎, 1, 0, 1100.0
류, 사과, 후지, 1, 0, 260.0
류, 사과, 미얀마, 1, 0, 203.0
류, 대추, 기타대추, 1, 0, 290.0
류, 사과, 미얀마, 1, 0, 247.5
류, 사과, 미얀마, 1, 0, 160.0
류, 사과, 미얀마, 1, 0, 295.0
채류, 상추, 청상추, 1, 0, 675.0
류, 사과, 미얀마, 1, 0, 320.5
류, 사과, 미얀마, 1, 0, 316.5
채류, 상추, 꽃적상추, 1, 0, 250.0
류, 사과, 미얀마, 1, 0, 357.5
류, 사과, 미얀마, 1, 0, 366.0
류, 사과, 미얀마, 1, 0, 184.5
과채류, 딸기, 설향, 1, 0, 370.0
류, 사과, 미얀마, 1, 0, 449.5
류, 배, 신고, 1, 0, 86.0
과채류, 딸기, 설향, 1, 0, 1460.0
류, 사과, 미얀마, 1, 0, 219.5
과채류, 딸기, 설향, 1, 0, 800.0
류, 사과, 미얀마, 1, 0, 56.0
류, 사과, 미얀마, 1, 0, 104.5
류, 감귤, 조생귤, 1, 0, 272.0
류, 사과, 미얀마, 1, 0, 150.0
과채류, 토마토, 기타토마토, 1, 0, 138.0
류, 만감, 기타만감, 1, 0, 550.0
류, 사과, 미얀마, 1, 0, 190.0
류, 당근, 당근, 1, 0, 140.0
류, 단감, 부유, 1, 0, 200.0
류, 감귤, 비가림감귤, 1, 0, 286.0
과채류, 딸기, 설향, 1, 0, 650.0
류, 감귤, 레드향, 1, 0, 733.3333
류, 감귤, 레드향, 1, 0, 733.3333
채류, 시금치, 시금치, 1, 0, 425.0
채류, 시금치, 시금치, 1, 0, 425.0
채류, 시금치, 시금치, 1, 0, 400.0
류, 사과, 미얀마, 1, 0, 62.5
류, 사과, 미얀마, 1, 0, 256.0
과채류, 딸기, 설향, 1, 0, 1550.0
류, 사과, 미얀마, 1, 0, 101.5
류, 사과, 미얀마, 1, 0, 256.0
류, 포도, 포도, 0, 0, 731.70734
류, 포도, 포도, 0, 0, 731.70734
류, 포도, 포도, 0, 0, 731.70734
류, 포도, 포도, 0, 0, 731.70734
과채류, 딸기, 설향, 1, 0, 900.0
류, 사과, 미얀마, 1, 0, 51.0
류, 감귤, 조생귤, 1, 0, 120.0
류, 파인애플, 골드, 1, 0, 252.17392
과채류, 딸기, 설향, 1, 0, 900.0
과채류, 딸기, 설향, 1, 0, 500.0
류, 감귤, 조생귤, 1, 0, 190.0
채류, 봄동배추, 봄동배추, 1, 0, 120.0
채류, 봄동배추, 봄동배추, 1, 0, 120.0
류, 사과, 미얀마, 1, 0, 299.5
류, 사과, 미얀마, 1, 0, 90.0
류, 감귤, 조생귤, 1, 0, 230.0
과채류, 딸기, 설향, 1, 0, 500.0
채류, 봄동배추, 봄동배추, 1, 0, 120.0
과채류, 딸기, 설향, 1, 0, 1200.0
채류, 봄동배추, 봄동배추, 1, 0, 120.0
과채류, 딸기, 설향, 1, 0, 1200.0
채류, 봄동배추, 봄동배추, 1, 0, 120.0
채류, 봄동배추, 봄동배추, 1, 0, 120.0
과채류, 딸기, 설향, 1, 0, 600.0
채류, 봄동배추, 봄동배추, 1, 0, 120.0
과채류, 딸기, 설향, 1, 0, 450.0
채류, 봄동배추, 봄동배추, 1, 0, 120.0
과채류, 딸기, 설향, 1, 0, 600.0
류, 떫은감, 대봉시, 1, 0, 80.0
류, 떫은감, 대봉시, 1, 0, 100.0
채소류, 대파, 대파, 1, 0, 185.71428
과채류, 토마토, 완숙토마토, 1, 0, 430.0
채류, 봄동배추, 봄동배추, 1, 0, 120.0
채류, 봄동배추, 봄동배추, 1, 0, 120.0
과채류, 딸기, 설향, 1, 0, 1100.0
류, 파인애플, 파인애플, 1, 0, 241.66667
류, 포도, 포도, 0, 0, 268.2927
채소류, 대파, 대파, 1, 0, 185.71428
류, 사과, 미얀마, 1, 0, 109.5
채소류, 대파, 깐대파, 1, 0, 240.0
류, 떫은감, 대봉시, 1, 0, 100.0
류, 포도, 포도, 0, 0, 268.2927
류, 사과, 후지, 1, 0, 130.0
류, 사과, 미얀마, 1, 0, 274.5
류, 포도, 포도, 0, 0, 268.2927
류, 망고, 망고, 1, 0, 800.0
류, 단감, 부유, 1, 0, 191.0
과채류, 방울토마토, 대추방울, 1, 0, 750.0
류, 사과, 후지, 1, 0, 120.0
류, 망고, 망고, 1, 0, 800.0
류, 포도, 포도, 0, 0, 268.2927
류, 망고, 망고, 1, 0, 800.0
과채류, 딸기, 설향, 1, 0, 720.0
과채류, 토마토, 완숙토마토, 1, 0, 700.0
채류, 깻잎, 깻잎, 1, 0, 1200.0
류, 사과, 후지, 1, 0, 370.0
과채류, 딸기, 설향, 1, 0, 930.0
과채류, 딸기, 설향, 1, 0, 1200.0
채류, 상추, 꽃적상추, 1, 0, 250.0
류, 감귤, 조생귤, 1, 0, 66.666664
류, 사과, 미얀마, 1, 0, 248.0
류, 만감, 한라봉, 1, 0, 600.0
류, 포도, 샤인마스캇, 1, 0, 1050.0
과채류, 딸기, 설향, 1, 0, 1200.0
과채류, 방울토마토, 대추방울, 1, 0, 975.0
류, 사과, 후지, 1, 0, 210.0
채류, 깻잎, 깻잎, 1, 0, 933.3333
류, 망고, 망고, 1, 0, 200.0
과채류, 방울토마토, 방울토마토, 1, 0, 350.0
류, 사과, 후지, 1, 0, 210.0
과채류, 딸기, 설향, 1, 0, 620.0
과채류, 딸기, 설향, 1, 0, 1400.0
류, 감귤, 조생귤, 1, 0, 200.0
채류, 상추, 꽃적상추, 1, 0, 400.0
과채류, 딸기, 설향, 1, 0, 1550.0
과채류, 방울토마토, 대추방울, 1, 0, 290.0
류, 감귤, 조생귤, 1, 0, 100.0
류, 사과, 미얀마, 1, 0, 101.0
채류, 깻잎, 깻잎, 1, 0, 900.0
류, 망고, 망고, 1, 0, 840.0
류, 감귤, 조생귤, 1, 0, 270.0
류, 사과, 미얀마, 1, 0, 240.0
류, 감귤, 조생귤, 1, 0, 210.0
채류, 상추, 꽃적상추, 1, 0, 425.0
류, 배, 신고, 1, 0, 146.66667
류, 사과, 미얀마, 1, 0, 299.5
과채류, 딸기, 설향, 1, 0, 1900.0
류, 감귤, 기타감귤, 1, 0, 146.0
과채류, 딸기, 설향, 1, 0, 550.0
과채류, 방울토마토, 대추방울, 1, 0, 420.0
채류, 깻잎, 깻잎, 1, 0, 1000.0
류, 감귤, 조생귤, 1, 0, 130.0
류, 감귤, 조생귤, 1, 0, 80.0
류, 사과, 미얀마, 1, 0, 279.5
채류, 배추, 기타배추, 1, 0, 23.333334
과채류, 딸기, 설향, 1, 0, 1500.0
류, 감귤, 조생귤, 1, 0, 180.0
과채류, 딸기, 설향, 1, 0, 660.0
류, 망고, 망고, 1, 0, 840.0
채류, 깻잎, 깻잎, 1, 0, 1200.0
류, 파인애플, 파인애플, 1, 0, 241.66667
류, 사과, 미얀마, 1, 0, 58.5
류, 포도, 포도, 0, 0, 268.2927
과채류, 딸기, 설향, 1, 0, 800.0
류, 사과, 미얀마, 1, 0, 201.0
과채류, 딸기, 설향, 1, 0, 1310.0
류, 포도, 포도, 0, 0, 390.2439
채류, 깻잎, 깻잎, 1, 0, 1200.0
류, 감귤, 조생귤, 1, 0, 130.0
류, 사과, 미얀마, 1, 0, 160.0
과채류, 딸기, 설향, 1, 0, 1165.0
류, 감귤, 조생귤, 1, 0, 80.0
류, 사과, 미얀마, 1, 0, 86.0
과채류, 토마토, 토마토, 1, 0, 390.0
류, 사과, 미얀마, 1, 0, 319.5
과채류, 딸기, 설향, 1, 0, 1150.0
류, 사과, 후지, 1, 0, 320.0
채소류, 대파, 대파, 1, 0, 162.0
채류, 깻잎, 깻잎, 1, 0, 1100.0
류, 사과, 후지, 1, 0, 245.0
류, 사과, 미얀마, 1, 0, 103.0
류, 감귤, 조생귤, 1, 0, 86.666664
과채류, 딸기, 설향, 1, 0, 650.0
류, 사과, 미얀마, 1, 0, 79.5
과채류, 딸기, 설향, 1, 0, 850.0
류, 포도, 샤인마스캇, 1, 0, 625.0
류, 사과, 미얀마, 1, 0, 321.0
류, 감귤, 조생귤, 1, 0, 86.666664
류, 호두, 기타호두, 1, 0, 571.4286
류, 감귤, 조생귤, 1, 0, 132.0
류, 사과, 미얀마, 1, 0, 133.0
류, 사과, 로얄부사, 1, 0, 260.0
과채류, 토마토, 완숙토마토, 1, 0, 300.0
과채류, 딸기, 설향, 1, 0, 900.0
류, 감귤, 조생귤, 1, 0, 200.0
류, 배, 신고, 1, 0, 133.33333
류, 감귤, 조생귤, 1, 0, 142.0
류, 사과, 미얀마, 1, 0, 113.0
과채류, 딸기, 설향, 1, 0, 850.0
류, 사과, 미얀마, 1, 0, 131.5
류, 감귤, 조생귤, 1, 0, 150.0
과채류, 딸기, 설향, 1, 0, 750.0
류, 사과, 후지, 1, 0, 250.0
채류, 시금치, 시금치, 1, 0, 230.0
과채류, 방울토마토, 대추방울, 1, 0, 370.0
과채류, 딸기, 설향, 1, 0, 2350.0
류, 사과, 기타사과, 1, 0, 310.0
류, 사과, 후지, 1, 0, 320.0
과채류, 딸기, 설향, 1, 0, 1100.0
과채류, 토마토, 완숙토마토, 1, 0, 300.0
류, 사과, 미얀마, 1, 0, 151.0
류, 사과, 미얀마, 1, 0, 265.0
채류, 고구마순, 건고구마순, 1, 0, 920.0
채류, 시금치, 시금치, 1, 0, 440.0
과채류, 방울토마토, 방울토마토, 1, 0, 360.0
류, 사과, 미얀마, 1, 0, 140.0
류, 감귤, 조생귤, 1, 0, 150.0
류, 사과, 로얄부사, 1, 0, 270.0
과채류, 딸기, 설향, 1, 0, 700.0
과채류, 딸기, 설향, 1, 0, 1200.0
류, 당근, 당근, 1, 0, 110.0
류, 사과, 미얀마, 1, 0, 200.0
류, 사과, 미얀마, 1, 0, 250.0
류, 사과, 후지, 1, 0, 280.0
류, 사과, 후지, 1, 0, 280.0
류, 사과, 후지, 1, 0, 280.0
류, 사과, 미얀마, 1, 0, 277.0
류, 사과, 미얀마, 1, 0, 98.0
류, 배, 신고, 1, 0, 119.333336
류, 사과, 미얀마, 1, 0, 119.5
류, 단감, 부유, 1, 0, 220.0
과채류, 딸기, 설향, 1, 0, 1260.0
류, 사과, 미얀마, 1, 0, 329.5
과채류, 딸기, 설향, 1, 0, 1000.0
류, 감귤, 조생귤, 1, 0, 224.0
류, 두릅, 건두릅, 1, 0, 690.0
과채류, 토마토, 기타토마토, 1, 0, 178.0
과채류, 딸기, 설향, 1, 0, 928.5714
류, 감귤, 조생귤, 1, 0, 120.0
류, 단감, 부유, 1, 0, 270.0
류, 사과, 미얀마, 1, 0, 121.0
과채류, 딸기, 설향, 1, 0, 950.0
류, 사과, 미얀마, 1, 0, 61.0
과채류, 딸기, 설향, 1, 0, 950.0
과채류, 딸기, 설향, 1, 0, 1250.0
류, 감귤, 조생귤, 1, 0, 270.0
류, 사과, 미얀마, 1, 0, 177.0
류, 바나나, 기타바나나, 1, 0, 207.6923
류, 사과, 미얀마, 1, 0, 134.5
류, 사과, 미얀마, 1, 0, 150.0
과채류, 딸기, 설향, 1, 0, 1250.0
류, 포도, 청포도, 0, 0, 500.0
채류, 시금치, 시금치, 1, 0, 250.0
류, 포도, 청포도, 0, 0, 500.0
류, 사과, 미얀마, 1, 0, 159.5
류, 사과, 미얀마, 1, 0, 184.5
류, 포도, 청포도, 0, 0, 500.0
류, 사과, 미얀마, 1, 0, 185.5
류, 사과, 미얀마, 1, 0, 249.5
류, 사과, 미얀마, 1, 0, 185.0
류, 포도, 청포도, 0, 0, 500.0
류, 포도, 청포도, 0, 0, 500.0
류, 사과, 미얀마, 1, 0, 249.5
과채류, 딸기, 설향, 1, 0, 600.0
류, 체리, 체리, 1, 0, 740.0
류, 바나나, 기타바나나, 1, 0, 192.3077
류, 사과, 미얀마, 1, 0, 210.0
과채류, 딸기, 설향, 1, 0, 1200.0
류, 바나나, 기타바나나, 1, 0, 192.3077
류, 사과, 미얀마, 1, 0, 274.5
채소류, 대파, 대파, 1, 0, 185.71428
채류, 봄동배추, 봄동배추, 1, 0, 120.0
채소류, 대파, 깐대파, 1, 0, 240.0
채류, 봄동배추, 봄동배추, 1, 0, 120.0
류, 망고, 망고, 1, 0, 800.0
채류, 봄동배추, 봄동배추, 1, 0, 120.0
류, 망고, 망고, 1, 0, 800.0
채류, 봄동배추, 봄동배추, 1, 0, 120.0
채류, 봄동배추, 봄동배추, 1, 0, 120.0
류, 망고, 망고, 1, 0, 800.0
류, 망고, 망고, 1, 0, 200.0
채류, 봄동배추, 봄동배추, 1, 0, 120.0
류, 단감, 부유, 1, 0, 251.0
류, 망고, 망고, 1, 0, 840.0
류, 사과, 미얀마, 1, 0, 336.0
과채류, 방울토마토, 대추방울, 1, 0, 370.0
류, 사과, 미얀마, 1, 0, 56.0
류, 망고, 망고, 1, 0, 840.0
채소류, 대파, 대파, 1, 0, 144.0
과채류, 딸기, 설향, 1, 0, 1150.0
류, 사과, 미얀마, 1, 0, 74.5
과채류, 딸기, 설향, 1, 0, 900.0
류, 사과, 미얀마, 1, 0, 151.0
류, 사과, 미얀마, 1, 0, 146.0
류, 사과, 미얀마, 1, 0, 162.5
과채류, 딸기, 설향, 1, 0, 1553.3334
류, 사과, 미얀마, 1, 0, 100.0
과채류, 방울토마토, 대추방울, 1, 0, 200.0
류, 떫은감, 대봉시, 1, 0, 120.0
채류, 시금치, 시금치, 1, 0, 440.0
과채류, 딸기, 설향, 1, 0, 1300.0
과채류, 토마토, 토마토, 1, 0, 380.0
류, 감귤, 조생귤, 1, 0, 164.0
류, 사과, 미얀마, 1, 0, 170.0
과채류, 딸기, 설향, 1, 0, 1100.0
과채류, 딸기, 설향, 1, 0, 1060.0
류, 배, 신고, 1, 0, 166.66667
류, 사과, 후지, 1, 0, 220.0
류, 체리, 체리, 1, 0, 960.0
류, 떫은감, 대봉시, 1, 0, 120.0
류, 바나나, 바나나, 0, 0, 192.3077
채류, 시금치, 시금치, 1, 0, 380.0
과채류, 방울토마토, 대추방울, 1, 0, 260.0
류, 체리, 체리, 1, 0, 40.0
류, 사과, 미얀마, 1, 0, 194.5
류, 감귤, 조생귤, 1, 0, 160.0
류, 감귤, 레드향, 1, 0, 500.0
류, 감귤, 조생귤, 1, 0, 290.0
류, 감귤, 조생귤, 1, 0, 150.0
채류, 상추, 꽃적상추, 1, 0, 400.0
류, 감귤, 조생귤, 1, 0, 86.666664
과채류, 딸기, 설향, 1, 0, 1300.0
류, 사과, 후지, 1, 0, 130.0
류, 사과, 미얀마, 1, 0, 180.0
류, 사과, 미얀마, 1, 0, 169.5
채류, 시금치, 시금치, 1, 0, 420.0
류, 감귤, 조생귤, 1, 0, 280.0
류, 사과, 후지, 1, 0, 220.0
류, 사과, 후지, 1, 0, 130.0
류, 체리, 체리, 1, 0, 960.0
류, 사과, 후지, 1, 0, 540.0
류, 감귤, 조생귤, 1, 0, 86.666664
류, 감귤, 조생귤, 1, 0, 160.0
작물류, 아주까리, 아주까리, 1, 0, 600.0
류, 감귤, 조생귤, 1, 0, 200.0
채류, 시금치, 시금치, 1, 0, 330.0
과채류, 딸기, 설향, 1, 0, 1200.0
과채류, 방울토마토, 대추방울, 1, 0, 465.0
류, 체리, 체리, 1, 0, 960.0
채류, 상추, 청상추, 1, 0, 300.0
류, 감귤, 조생귤, 1, 0, 180.0
류, 사과, 미얀마, 1, 0, 205.0
과채류, 딸기, 설향, 1, 0, 750.0
과채류, 딸기, 설향, 1, 0, 960.0
채류, 시금치, 시금치, 1, 0, 400.0
과채류, 토마토, 완숙토마토, 1, 0, 440.0
과채류, 딸기, 설향, 1, 0, 1450.0
류, 체리, 체리, 1, 0, 960.0
과채류, 딸기, 설향, 1, 0, 1350.0
과채류, 딸기, 설향, 1, 0, 1310.0
과채류, 딸기, 설향, 1, 0, 1306.6666
류, 사과, 미얀마, 1, 0, 183.0
류, 체리, 체리, 1, 0, 960.0
류, 사과, 미얀마, 1, 0, 244.5
과채류, 수박, 수박, 1, 0, 318.75
과채류, 딸기, 설향, 1, 0, 1250.0
과채류, 딸기, 설향, 1, 0, 1250.0
류, 사과, 미얀마, 1, 0, 350.0
과채류, 딸기, 설향, 1, 0, 800.0
채류, 시금치, 시금치, 1, 0, 410.0
류, 사과, 미얀마, 1, 0, 189.5
류, 감귤, 조생귤, 1, 0, 220.0
류, 사과, 미얀마, 1, 0, 174.5
과채류, 딸기, 설향, 1, 0, 1750.0
류, 사과, 미얀마, 1, 0, 253.0
류, 아보카도, 아보카도, 0, 0, 780.0
류, 체리, 체리, 1, 0, 960.0
, 고구마, 기타, 1, 0, 141.0
류, 사과, 기타사과, 1, 0, 300.0
과채류, 딸기, 설향, 1, 0, 1386.6666
류, 감귤, 조생귤, 1, 0, 86.666664
채류, 배추, 기타배추, 1, 0, 36.666668
류, 사과, 미얀마, 1, 0, 96.5
류, 감귤, 조생귤, 1, 0, 270.0
채류, 시금치, 시금치, 1, 0, 400.0
류, 감귤, 조생귤, 1, 0, 190.0
류, 사과, 미얀마, 1, 0, 300.0
류, 사과, 미얀마, 1, 0, 245.0
류, 단감, 부유, 1, 0, 270.0
류, 사과, 미얀마, 1, 0, 300.0
류, 사과, 후지, 1, 0, 250.0
류, 감귤, 조생귤, 1, 0, 20.0
류, 사과, 미얀마, 1, 0, 191.0
과채류, 딸기, 설향, 1, 0, 1110.0
류, 사과, 후지, 1, 0, 300.0
채류, 시금치, 시금치, 1, 0, 420.0
과채류, 딸기, 설향, 1, 0, 1350.0
과채류, 딸기, 설향, 1, 0, 900.0
류, 사과, 미얀마, 1, 0, 244.5
류, 사과, 미얀마, 1, 0, 180.0
과채류, 딸기, 설향, 1, 0, 530.0
과채류, 딸기, 설향, 1, 0, 1280.0
류, 사과, 미얀마, 1, 0, 160.0
류, 포도, 샤인마스캇, 1, 0, 700.0
류, 감귤, 조생귤, 1, 0, 160.0
류, 포도, 샤인마스캇, 1, 0, 700.0
과채류, 딸기, 설향, 1, 0, 750.0
과채류, 딸기, 설향, 1, 0, 1000.0
류, 사과, 미얀마, 1, 0, 168.0
채소류, 쪽파, 깐쪽파, 1, 0, 420.0
채류, 시금치, 시금치, 1, 0, 370.0
류, 사과, 로얄부사, 1, 0, 260.0
류, 감귤, 조생귤, 1, 0, 20.0
류, 감귤, 조생귤, 1, 0, 376.0
류, 배, 신고, 1, 0, 246.66667
과채류, 토마토, 기타토마토, 1, 0, 278.0
류, 사과, 후지, 1, 0, 150.0
류, 사과, 미얀마, 1, 0, 51.0
류, 배, 신고, 1, 0, 153.33333
채류, 시금치, 시금치, 1, 0, 440.0
과채류, 딸기, 설향, 1, 0, 1700.0
류, 사과, 후지, 1, 0, 220.0
류, 배, 신고, 1, 0, 166.66667
채소류, 쪽파, 쪽파, 1, 0, 150.0
류, 감귤, 조생귤, 1, 0, 86.666664
류, 사과, 후지, 1, 0, 220.0
채소류, 쪽파, 깐쪽파, 1, 0, 380.0
류, 배, 신고, 1, 0, 166.66667
과채류, 방울토마토, 방울토마토, 1, 0, 375.0
류, 대추, 건대추, 1, 0, 396.0
과채류, 딸기, 설향, 1, 0, 1142.8572
채소류, 쪽파, 깐쪽파, 1, 0, 300.0
류, 포도, 샤인마스캇, 1, 0, 700.0
과채류, 딸기, 설향, 1, 0, 1000.0
채소류, 쪽파, 쪽파, 1, 0, 120.0
류, 단감, 부유, 1, 0, 320.0
채소류, 쪽파, 깐쪽파, 1, 0, 450.0
과채류, 딸기, 설향, 1, 0, 1205.0
류, 배, 신고, 1, 0, 187.33333
채소류, 쪽파, 깐쪽파, 1, 0, 450.0
과채류, 딸기, 설향, 1, 0, 1300.0
과채류, 딸기, 설향, 1, 0, 1300.0
류, 사과, 미얀마, 1, 0, 146.5
류, 사과, 미얀마, 1, 0, 226.5
과채류, 딸기, 설향, 1, 0, 1500.0
과채류, 딸기, 설향, 1, 0, 1500.0
류, 사과, 미얀마, 1, 0, 156.5
류, 사과, 미얀마, 1, 0, 200.5
류, 사과, 미얀마, 1, 0, 166.5
류, 사과, 미얀마, 1, 0, 246.5
류, 포도, 청포도, 0, 0, 500.0
과채류, 딸기, 설향, 1, 0, 1500.0
류, 포도, 청포도, 0, 0, 500.0
류, 사과, 미얀마, 1, 0, 280.0
류, 포도, 청포도, 0, 0, 500.0
류, 사과, 미얀마, 1, 0, 299.0
과채류, 딸기, 설향, 1, 0, 1400.0
류, 체리, 체리, 1, 0, 740.0
류, 사과, 미얀마, 1, 0, 288.5
류, 바나나, 기타바나나, 1, 0, 192.3077
류, 바나나, 기타바나나, 1, 0, 192.3077
류, 감귤, 조생귤, 1, 0, 160.0
과채류, 딸기, 설향, 1, 0, 600.0
과채류, 딸기, 설향, 1, 0, 1000.0
과채류, 딸기, 설향, 1, 0, 1500.0
류, 사과, 미얀마, 1, 0, 340.0
과채류, 딸기, 설향, 1, 0, 1000.0
류, 사과, 기타사과, 1, 0, 120.5
류, 사과, 미얀마, 1, 0, 207.5
과채류, 딸기, 설향, 1, 0, 1000.0
류, 떫은감, 대봉시, 1, 0, 90.0
류, 사과, 미얀마, 1, 0, 125.0
채류, 깻잎, 깻잎순, 1, 0, 1575.0
과채류, 딸기, 금실, 1, 0, 1200.0
채류, 청경채, 청경채, 1, 0, 498.75
과채류, 딸기, 설향, 1, 0, 1350.0
류, 사과, 미얀마, 1, 0, 125.0
류, 감귤, 조생귤, 1, 0, 172.0
류, 사과, 미얀마, 1, 0, 150.0
류, 사과, 후지, 1, 0, 85.0
류, 떫은감, 대봉시, 1, 0, 134.0
류, 사과, 미얀마, 1, 0, 194.5
류, 사과, 미얀마, 1, 0, 109.5
류, 호두, 기타호두, 1, 0, 470.0
류, 감귤, 조생귤, 1, 0, 176.0
류, 사과, 미얀마, 1, 0, 214.5
과채류, 딸기, 설향, 1, 0, 960.0
류, 사과, 미얀마, 1, 0, 160.5
류, 사과, 미얀마, 1, 0, 219.5
류, 떫은감, 대봉시, 1, 0, 100.0
류, 사과, 미얀마, 1, 0, 51.0
과채류, 딸기, 설향, 1, 0, 1200.0
류, 사과, 미얀마, 1, 0, 89.5
류, 사과, 미얀마, 1, 0, 325.0
과채류, 딸기, 설향, 1, 0, 1300.0
류, 사과, 미얀마, 1, 0, 134.5
과채류, 딸기, 설향, 1, 0, 1300.0
류, 포도, 샤인마스캇, 1, 0, 200.0
류, 감귤, 조생귤, 1, 0, 230.0
작물류, 땅콩, 기타땅콩, 1, 0, 470.0
과채류, 딸기, 설향, 1, 0, 1550.0
류, 포도, 샤인마스캇, 1, 0, 525.0
류, 감귤, 조생귤, 1, 0, 136.0
과채류, 딸기, 설향, 1, 0, 1600.0
류, 포도, 샤인마스캇, 1, 0, 175.0
류, 사과, 미얀마, 1, 0, 76.0
류, 배, 신고, 1, 0, 126.666664
류, 만감, 기타만감, 1, 0, 530.0
류, 감귤, 조생귤, 1, 0, 250.0
류, 배, 신고, 1, 0, 166.66667
류, 사과, 후지, 1, 0, 270.0
과채류, 딸기, 설향, 1, 0, 1150.0
과채류, 토마토, 기타토마토, 1, 0, 290.0
류, 포도, 샤인마스캇, 1, 0, 850.0
류, 사과, 미얀마, 1, 0, 70.5
채소류, 쪽파, 깐쪽파, 1, 0, 450.0
류, 감귤, 조생귤, 1, 0, 170.0
류, 사과, 미얀마, 1, 0, 188.5
채류, 시금치, 시금치, 1, 0, 400.0
류, 바나나, 바나나, 0, 0, 192.3077
채류, 시금치, 시금치, 1, 0, 420.0
류, 감귤, 비가림감귤, 1, 0, 260.0
과채류, 딸기, 설향, 1, 0, 1250.0
과채류, 딸기, 설향, 1, 0, 850.0
류, 파인애플, 파인애플, 1, 0, 241.66667
과채류, 방울토마토, 대추방울, 1, 0, 580.0
과채류, 방울토마토, 대추방울, 1, 0, 315.0
류, 사과, 미얀마, 1, 0, 206.0
류, 호두, 기타호두, 1, 0, 542.0
류, 배, 신고, 1, 0, 153.33333
과채류, 딸기, 설향, 1, 0, 1300.0
류, 배, 신고, 1, 0, 213.33333
류, 사과, 미얀마, 1, 0, 125.0
과채류, 딸기, 설향, 1, 0, 950.0
채류, 시금치, 시금치, 1, 0, 370.0
류, 사과, 후지, 1, 0, 410.0
류, 사과, 로얄부사, 1, 0, 255.0
채류, 시금치, 시금치, 1, 0, 440.0
류, 바나나, 바나나, 0, 0, 184.61539
류, 배, 신고, 1, 0, 266.66666
과채류, 토마토, 완숙토마토, 1, 0, 260.0
과채류, 딸기, 설향, 1, 0, 650.0
과채류, 딸기, 설향, 1, 0, 1180.0
과채류, 딸기, 설향, 1, 0, 1000.0
과채류, 토마토, 토마토, 1, 0, 285.0
류, 사과, 미얀마, 1, 0, 134.5
과채류, 딸기, 설향, 1, 0, 650.0
류, 사과, 미얀마, 1, 0, 217.0
류, 포도, 샤인마스캇, 1, 0, 425.0
과채류, 딸기, 설향, 1, 0, 1350.0
류, 단감, 부유, 1, 0, 165.0
류, 사과, 미얀마, 1, 0, 180.0
류, 사과, 후지, 1, 0, 270.0
류, 감귤, 천혜향, 1, 0, 466.66666
류, 사과, 미얀마, 1, 0, 214.5
류, 배, 신고, 1, 0, 293.33334
류, 양송이, 양송이, 1, 0, 1062.5
류, 사과, 후지, 1, 0, 250.0
류, 사과, 후지, 1, 0, 230.0
류, 단감, 부유, 1, 0, 165.0
류, 감귤, 조생귤, 1, 0, 140.0
과채류, 딸기, 설향, 1, 0, 650.0
