류, 표고버섯, 표고버섯, 1, 0, 260.0
과채류, 딸기, 설향, 1, 0, 1600.0
류, 사과, 기타사과, 1, 0, 460.0
류, 감귤, 조생귤, 1, 0, 96.0
류, 당근, 당근, 1, 0, 110.0
류, 포도, 샤인마스캇, 1, 0, 775.0
류, 사과, 미얀마, 1, 0, 200.0
채류, 시금치, 시금치, 1, 0, 190.0
류, 사과, 미얀마, 1, 0, 250.0
과채류, 딸기, 기타딸기, 1, 0, 550.0
류, 사과, 후지, 1, 0, 280.0
류, 사과, 후지, 1, 0, 280.0
류, 사과, 후지, 1, 0, 190.0
, 고구마, 밤고구마, 1, 0, 235.0
류, 사과, 후지, 1, 0, 280.0
류, 사과, 미얀마, 1, 0, 277.0
, 고구마, 밤고구마, 1, 0, 235.0
류, 사과, 미얀마, 1, 0, 98.0
류, 사과, 미얀마, 1, 0, 119.5
류, 사과, 미얀마, 1, 0, 329.5
채소류, 풋고추, 청양, 1, 0, 820.0
류, 표고버섯, 표고버섯, 1, 0, 400.0
류, 표고버섯, 표고버섯, 1, 0, 375.0
채소류, 풋고추, 청양, 1, 0, 550.0
과채류, 딸기, 천사, 1, 0, 1020.0
류, 표고버섯, 표고버섯, 1, 0, 475.0
채소류, 풋고추, 청양, 1, 0, 850.0
류, 감귤, 조생귤, 1, 0, 240.0
과채류, 토마토, 토마토, 1, 0, 180.0
류, 배, 신고, 1, 0, 80.0
류, 표고버섯, 표고버섯, 1, 0, 600.0
류, 단감, 부유, 1, 0, 118.0
과채류, 딸기, 설향, 1, 0, 1300.0
류, 표고버섯, 표고버섯, 1, 0, 700.0
류, 단감, 부유, 1, 0, 118.0
류, 감귤, 기타감귤, 1, 0, 130.0
채소류, 풋고추, 청양, 1, 0, 530.0
채류, 깻잎, 깻잎, 1, 0, 950.0
류, 표고버섯, 표고버섯, 1, 0, 410.0
류, 가지, 건가지, 1, 0, 600.0
채소류, 풋고추, 청양, 1, 0, 936.0
과채류, 딸기, 설향, 1, 0, 800.0
채소류, 풋고추, 청양, 1, 0, 860.0
채소류, 풋고추, 청양, 1, 0, 687.5
류, 표고버섯, 표고버섯, 1, 0, 380.0
류, 만감, 하귤, 1, 0, 400.0
채소류, 쪽파, 깐쪽파, 1, 0, 320.0
채소류, 대파, 대파, 1, 0, 152.0
과채류, 딸기, 기타딸기, 1, 0, 2600.0
류, 표고버섯, 표고버섯, 1, 0, 530.0
채류, 시금치, 시금치, 1, 0, 434.44446
류, 팽이버섯, 팽이1호, 1, 0, 254.0
과채류, 딸기, 천사, 1, 0, 1000.0
채소류, 대파, 대파, 1, 0, 175.0
류, 감귤, 조생귤, 1, 0, 180.0
류, 감귤, 조생귤, 1, 0, 192.0
류, 팽이버섯, 팽이1호, 1, 0, 254.0
과채류, 토마토, 토마토, 1, 0, 210.0
과채류, 방울토마토, 대추방울, 1, 0, 366.66666
류, 표고버섯, 표고버섯, 1, 0, 210.0
류, 오이, 백다다기, 1, 0, 311.1111
류, 표고버섯, 표고버섯, 1, 0, 360.0
류, 감귤, 기타감귤, 1, 0, 280.0
채소류, 대파, 대파, 1, 0, 210.0
 해조류, 파래, 매생이, 1, 0, 322.6
류, 팽이버섯, 팽이1호, 1, 0, 254.0
채류, 상추, 적포기, 1, 0, 625.0
과채류, 딸기, 설향, 1, 0, 800.0
류, 오이, 취청, 1, 0, 700.0
과채류, 딸기, 설향, 1, 0, 1000.0
과채류, 딸기, 설향, 1, 0, 1120.0
과채류, 딸기, 설향, 1, 0, 960.0
류, 포도, 샤인마스캇, 1, 0, 300.0
류, 호박, 쥬키니호박, 1, 0, 255.0
과채류, 딸기, 장희, 1, 0, 880.0
류, 표고버섯, 표고버섯, 1, 0, 400.0
채류, 시금치, 시금치, 1, 0, 225.0
, 감자, 기타감자, 1, 0, 190.5
과채류, 딸기, 설향, 1, 0, 1550.0
과채류, 딸기, 설향, 1, 0, 850.0
류, 오이, 취청, 1, 0, 690.0
 해조류, 파래, 기타, 1, 0, 161.2
류, 감귤, 조생귤, 1, 0, 200.0
채류, 배추, 월동배추, 1, 0, 52.0
채류, 시금치, 시금치, 1, 0, 440.0
과채류, 방울토마토, 대추방울, 1, 0, 266.66666
류, 팽이버섯, 팽이1호, 1, 0, 254.0
류, 표고버섯, 표고버섯, 1, 0, 650.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 200.0
류, 적채, 적채, 1, 0, 106.25
채류, 배추, 쌈배추, 1, 0, 148.75
과채류, 딸기, 설향, 1, 0, 1100.0
과채류, 방울토마토, 대추방울, 1, 0, 100.0
과채류, 딸기, 기타딸기, 1, 0, 3050.0
 해조류, 파래, 기타, 1, 0, 161.2
채소류, 풋고추, 청양, 1, 0, 830.0
류, 사과, 후지, 1, 0, 265.0
채류, 시금치, 섬초, 1, 0, 360.0
류, 만감, 한라봉, 1, 0, 333.33334
류, 감귤, 기타감귤, 1, 0, 360.0
류, 무, 세척무, 1, 0, 67.5
채소류, 꽈리고추, 꽈리고추, 1, 0, 625.0
과채류, 딸기, 설향, 1, 0, 1070.0
, 고구마, 기타, 1, 0, 190.0
류, 케일, 쌈케일, 1, 0, 130.0
류, 오이, 취청, 1, 0, 390.0
류, 콜라비(순무양배추), 적콜라비, 1, 0, 93.333336
류, 느타리버섯, 기타느타리버섯, 1, 0, 280.0
류, 피망(단고추), 청피망, 1, 0, 800.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 200.0
채류, 시금치, 시금치, 1, 0, 220.0
류, 바나나, 바나나, 0, 0, 203.53847
채소류, 쪽파, 깐쪽파, 1, 0, 280.0
류, 표고버섯, 표고버섯, 1, 0, 575.0
, 고구마, 기타, 1, 0, 170.0
류, 만감, 한라봉, 1, 0, 333.33334
 해조류, 우뭇가사리, 톳, 1, 0, 430.0
과채류, 딸기, 설향, 1, 0, 375.0
류, 당근, 당근, 0, 0, 77.0
, 고구마, 기타, 1, 0, 210.0
류, 호박, 단호박, 0, 0, 452.0
채류, 시금치, 시금치, 1, 0, 170.0
류, 사과, 미얀마, 1, 0, 174.5
류, 호박, 단호박, 1, 0, 440.0
채소류, 대파, 대파, 1, 0, 141.66667
과채류, 딸기, 설향, 1, 0, 700.0
채류, 시금치, 시금치, 1, 0, 260.0
채류, 깻잎, 깻잎순, 1, 0, 237.5
류, 감귤, 레드향, 1, 0, 560.0
류, 체리, 체리, 1, 0, 820.0
채류, 깻잎, 깻잎, 1, 0, 312.5
류, 바나나, 바나나, 0, 0, 226.15384
 해조류, 미역, 물미역, 1, 0, 183.0
채류, 시금치, 섬초, 1, 0, 260.0
류, 비트(붉은사탕무우), 비트, 1, 0, 135.0
채소류, 양파, 양파, 1, 0, 135.33333
류, 사과, 미얀마, 1, 0, 300.0
류, 포도, 샤인마스캇, 1, 0, 450.0
류, 느타리버섯, 느타리버섯, 1, 0, 390.0
류, 포도, 샤인마스캇, 1, 0, 300.0
채류, 양배추, 양배추, 1, 0, 27.777779
채류, 시금치, 섬초, 1, 0, 420.0
류, 호박, 애호박, 1, 0, 162.5
류, 감귤, 조생귤, 1, 0, 116.0
과채류, 딸기, 설향, 1, 0, 1050.0
류, 피망(단고추), 기타피망, 1, 0, 700.0
 해조류, 미역, 물미역, 1, 0, 183.0
채류, 상추, 적상추, 1, 0, 350.0
류, 오이, 백다다기, 1, 0, 372.22223
채류, 부추, 일반부추, 1, 0, 510.0
류, 사과, 미얀마, 1, 0, 191.0
채류, 깻잎, 기타깻잎, 1, 0, 518.75
과채류, 토마토, 토마토, 1, 0, 60.0
류, 적채, 적채, 1, 0, 84.375
류, 표고버섯, 표고버섯, 1, 0, 680.0
류, 오이, 백다다기, 1, 0, 466.66666
류, 사과, 후지, 1, 0, 170.0
과채류, 딸기, 설향, 1, 0, 1070.0
류, 포도, 샤인마스캇, 1, 0, 300.0
류, 배, 신고, 1, 0, 173.33333
채소류, 쪽파, 깐쪽파, 1, 0, 420.0
류, 감귤, 조생귤, 1, 0, 240.0
채류, 시금치, 섬초, 1, 0, 370.0
과채류, 토마토, 토마토, 1, 0, 240.0
과채류, 토마토, 완숙토마토, 1, 0, 264.0
채류, 양배추, 양배추, 1, 0, 58.75
류, 감귤, 기타감귤, 1, 0, 280.0
채소류, 쪽파, 쪽파, 1, 0, 150.0
과채류, 딸기, 설향, 1, 0, 900.0
류, 포도, 샤인마스캇, 1, 0, 650.0
류, 감귤, 천혜향, 1, 0, 566.6667
채류, 부추, 일반부추, 1, 0, 171.42857
과채류, 딸기, 기타딸기, 1, 0, 800.0
채소류, 풋고추, 청양, 1, 0, 620.0
류, 치커리, 레드치커리, 1, 0, 135.0
채류, 양배추, 양배추, 1, 0, 79.0
류, 배, 신고, 1, 0, 173.33333
채류, 시금치, 섬초, 1, 0, 310.0
채류, 양배추, 양배추, 1, 0, 58.75
류, 새싹, 기타새싹, 1, 0, 900.0
류, 치커리, 레드치커리, 1, 0, 115.0
과채류, 토마토, 대저토마토, 1, 0, 600.0
류, 오이, 취청, 1, 0, 620.0
채류, 깻잎, 깻잎, 1, 0, 400.0
류, 포도, 샤인마스캇, 1, 0, 650.0
류, 단감, 부유, 1, 0, 90.0
채소류, 쪽파, 깐쪽파, 1, 0, 380.0
류, 사과, 기타사과, 1, 0, 122.0
류, 감귤, 조생귤, 1, 0, 90.0
채류, 미나리, 돌미나리, 1, 0, 550.0
채류, 양배추, 양배추, 1, 0, 71.25
과채류, 딸기, 설향, 1, 0, 580.0
과채류, 딸기, 설향, 1, 0, 1200.0
류, 표고버섯, 표고버섯, 1, 0, 650.0
채소류, 쪽파, 깐쪽파, 1, 0, 300.0
류, 배, 신고, 1, 0, 186.66667
류, 오이, 백다다기, 1, 0, 522.2222
채소류, 대파, 대파, 1, 0, 137.5
, 고구마, 기타, 1, 0, 115.0
채류, 깻잎, 깻잎순, 1, 0, 300.0
채류, 깻잎, 깻잎, 1, 0, 450.0
과채류, 딸기, 기타딸기, 1, 0, 1100.0
채소류, 쪽파, 쪽파, 1, 0, 120.0
채류, 시금치, 섬초, 1, 0, 380.0
채소류, 쪽파, 깐쪽파, 1, 0, 450.0
류, 사과, 후지, 1, 0, 285.0
채소류, 쪽파, 깐쪽파, 1, 0, 450.0
과채류, 딸기, 기타딸기, 1, 0, 1350.0
, 고구마, 밤고구마, 1, 0, 175.0
, 고구마, 밤고구마, 1, 0, 175.0
류, 피망(단고추), 피망, 1, 0, 750.0
류, 피망(단고추), 피망, 1, 0, 800.0
류, 피망(단고추), 피망, 1, 0, 940.0
류, 표고버섯, 표고버섯, 1, 0, 725.0
채류, 배추, 월동배추, 1, 0, 52.0
채소류, 풋고추, 청양, 1, 0, 830.0
류, 무, 세척무, 1, 0, 67.5
류, 표고버섯, 표고버섯, 1, 0, 900.0
류, 체리, 체리, 1, 0, 820.0
류, 표고버섯, 표고버섯, 1, 0, 1025.0
류, 체리, 체리, 1, 0, 820.0
류, 곶감, 곶감, 1, 0, 100.0
류, 단감, 부유, 1, 0, 150.0
과채류, 딸기, 설향, 1, 0, 1050.0
채소류, 풋고추, 청양, 1, 0, 550.0
류, 배, 신고, 1, 0, 186.66667
류, 감귤, 조생귤, 1, 0, 136.0
과채류, 딸기, 설향, 1, 0, 850.0
류, 감귤, 조생귤, 1, 0, 140.0
채소류, 풋고추, 청양, 1, 0, 860.0
과채류, 딸기, 설향, 1, 0, 850.0
채소류, 풋고추, 청양, 1, 0, 500.0
류, 체리, 체리, 1, 0, 820.0
과채류, 딸기, 설향, 1, 0, 1280.0
과채류, 딸기, 기타딸기, 1, 0, 1450.0
류, 체리, 체리, 1, 0, 820.0
과채류, 딸기, 설향, 1, 0, 1100.0
과채류, 딸기, 설향, 1, 0, 780.0
류, 단감, 부유, 1, 0, 260.0
류, 무, 세척무, 1, 0, 83.0
류, 체리, 체리, 1, 0, 820.0
과채류, 토마토, 완숙토마토, 1, 0, 292.0
류, 감귤, 기타감귤, 1, 0, 120.0
류, 체리, 체리, 1, 0, 820.0
과채류, 딸기, 장희, 1, 0, 1050.0
과채류, 딸기, 설향, 1, 0, 1100.0
류, 체리, 체리, 1, 0, 820.0
류, 감귤, 조생귤, 1, 0, 146.0
과채류, 딸기, 설향, 1, 0, 1000.0
류, 감귤, 조생귤, 1, 0, 240.0
과채류, 딸기, 설향, 1, 0, 1400.0
류, 감귤, 조생귤, 1, 0, 324.0
과채류, 토마토, 토마토, 1, 0, 120.0
류, 감귤, 조생귤, 1, 0, 70.0
과채류, 딸기, 설향, 1, 0, 780.0
채류, 배추, 쌈배추, 1, 0, 143.75
채류, 양배추, 양배추, 1, 0, 35.0
채류, 봄동배추, 봄동배추, 1, 0, 82.0
채류, 상추, 청상추, 1, 0, 450.0
채소류, 쪽파, 깐쪽파, 1, 0, 450.0
류, 곶감, 곶감, 1, 0, 1033.3334
류, 새싹, 기타새싹, 1, 0, 300.0
류, 사과, 후지, 1, 0, 83.0
, 고구마, 밤고구마, 1, 0, 175.0
류, 사과, 미얀마, 1, 0, 206.0
류, 단감, 부유, 1, 0, 111.0
과채류, 딸기, 설향, 1, 0, 1550.0
, 고구마, 밤고구마, 1, 0, 175.0
과채류, 토마토, 토마토, 1, 0, 90.0
류, 사과, 미얀마, 1, 0, 217.0
채소류, 꽈리고추, 꽈리고추, 1, 0, 850.0
과채류, 딸기, 설향, 1, 0, 1020.0
류, 느타리버섯, 기타느타리버섯, 1, 0, 280.0
과채류, 딸기, 기타딸기, 1, 0, 700.0
류, 만감, 한라봉, 1, 0, 466.66666
과채류, 딸기, 설향, 1, 0, 700.0
류, 콜라비(순무양배추), 적콜라비, 1, 0, 96.666664
과채류, 딸기, 설향, 1, 0, 1000.0
과채류, 딸기, 설향, 1, 0, 1500.0
류, 사과, 기타사과, 1, 0, 216.0
, 감자, 두백, 1, 0, 220.0
, 감자, 기타감자, 1, 0, 170.0
류, 사과, 미얀마, 1, 0, 214.5
류, 오이, 가시오이, 1, 0, 462.0
채류, 시금치, 섬초, 1, 0, 360.0
채소류, 홍고추, 홍청양, 1, 0, 220.0
류, 감귤, 비가림감귤, 1, 0, 200.0
류, 만감, 하귤, 1, 0, 400.0
, 고구마, 밤고구마, 1, 0, 260.0
류, 감귤, 천혜향, 1, 0, 533.3333
류, 당근, 당근, 0, 0, 76.0
류, 비타민, 비타민, 1, 0, 445.0
채류, 깻잎, 깻단, 1, 0, 450.0
채소류, 꽈리고추, 꽈리고추, 1, 0, 850.0
류, 사과, 후지, 1, 0, 335.0
류, 사과, 미얀마, 1, 0, 244.5
류, 포도, 샤인마스캇, 1, 0, 300.0
과채류, 딸기, 설향, 1, 0, 500.0
과채류, 딸기, 기타딸기, 1, 0, 1550.0
채류, 상추, 적포기, 1, 0, 625.0
채소류, 꽈리고추, 꽈리고추, 1, 0, 850.0
채류, 시금치, 섬초, 1, 0, 290.0
류, 느타리버섯, 느타리버섯, 1, 0, 380.0
류, 사과, 미얀마, 1, 0, 306.0
류, 호박, 쥬키니호박, 1, 0, 235.0
채류, 깻잎, 깻잎, 1, 0, 450.0
과채류, 딸기, 설향, 1, 0, 1350.0
류, 콜라비(순무양배추), 콜라비, 1, 0, 106.666664
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 231.25
과채류, 방울토마토, 대추방울, 1, 0, 300.0
채류, 깻잎, 기타깻잎, 1, 0, 318.75
채류, 시금치, 시금치, 1, 0, 220.0
과채류, 딸기, 설향, 1, 0, 700.0
과채류, 방울토마토, 대추방울, 1, 0, 466.66666
채소류, 대파, 대파, 1, 0, 137.5
채소류, 쪽파, 깐쪽파, 1, 0, 380.0
채소류, 꽈리고추, 꽈리고추, 1, 0, 850.0
류, 사과, 미얀마, 1, 0, 161.0
채소류, 쪽파, 깐쪽파, 1, 0, 760.0
류, 감귤, 레드향, 1, 0, 600.0
채소류, 쪽파, 쪽파, 1, 0, 480.0
채소류, 양파, 양파, 1, 0, 132.0
류, 연근, 연근, 1, 0, 315.1
류, 호박, 단호박, 0, 0, 335.0
류, 감귤, 기타감귤, 1, 0, 160.0
채소류, 풋고추, 청양, 1, 0, 680.0
채소류, 쪽파, 깐쪽파, 1, 0, 480.0
과채류, 딸기, 설향, 1, 0, 1900.0
채류, 깻잎, 기타깻잎, 1, 0, 468.75
, 고구마, 기타, 1, 0, 180.0
류, 사과, 미얀마, 1, 0, 163.0
류, 오이, 취청, 1, 0, 620.0
채류, 봄동배추, 봄동배추, 1, 0, 102.0
류, 피망(단고추), 기타피망, 1, 0, 700.0
류, 콜라비(순무양배추), 적콜라비, 1, 0, 103.333336
류, 호박, 호박고지, 1, 0, 1700.0
류, 감귤, 기타감귤, 1, 0, 320.0
채소류, 꽈리고추, 꽈리고추, 1, 0, 850.0
과채류, 딸기, 설향, 1, 0, 1000.0
류, 사과, 미얀마, 1, 0, 316.5
과채류, 딸기, 설향, 1, 0, 1250.0
류, 만감, 한라봉, 1, 0, 466.66666
류, 감귤, 조생귤, 1, 0, 230.0
채류, 시금치, 시금치, 1, 0, 213.0
류, 사과, 미얀마, 1, 0, 150.0
채소류, 쪽파, 깐쪽파, 1, 0, 520.0
류, 오이, 취청, 1, 0, 680.0
채소류, 꽈리고추, 꽈리고추, 1, 0, 850.0
류, 사과, 후지, 1, 0, 350.0
류, 비타민, 비타민, 1, 0, 595.0
채류, 시금치, 시금치, 1, 0, 170.0
채류, 깻잎, 깻잎, 1, 0, 112.5
채소류, 꽈리고추, 꽈리고추, 1, 0, 850.0
채소류, 쪽파, 깐쪽파, 1, 0, 520.0
류, 피망(단고추), 피망, 1, 0, 1450.0
류, 사과, 미얀마, 1, 0, 79.5
류, 단감, 기타단감, 1, 0, 270.0
류, 당근, 당근, 0, 0, 75.0
과채류, 딸기, 설향, 1, 0, 910.0
과채류, 딸기, 설향, 1, 0, 650.0
류, 포도, 샤인마스캇, 1, 0, 450.0
류, 표고버섯, 표고버섯, 1, 0, 530.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 225.0
채소류, 쪽파, 쪽파, 1, 0, 260.0
류, 새송이, 새송이버섯, 1, 0, 50.0
과채류, 딸기, 설향, 1, 0, 500.0
채류, 시금치, 시금치, 1, 0, 290.0
류, 무, 월동무, 1, 0, 77.0
류, 오이, 백다다기, 1, 0, 445.0
채류, 시금치, 섬초, 1, 0, 410.0
류, 더덕, 기타더덕, 1, 0, 1175.0
채소류, 대파, 대파, 1, 0, 186.0
류, 피망(단고추), 피망, 1, 0, 1450.0
채류, 달래, 달래, 1, 0, 1465.0
채류, 부추, 일반부추, 1, 0, 720.0
류, 사과, 후지, 1, 0, 365.0
류, 호박, 애호박, 1, 0, 350.0
과채류, 딸기, 설향, 1, 0, 1000.0
류, 무, 월동무, 1, 0, 75.0
류, 감귤, 조생귤, 1, 0, 200.0
과채류, 딸기, 기타딸기, 1, 0, 2800.0
채류, 시금치, 시금치, 1, 0, 213.0
류, 표고버섯, 표고버섯, 1, 0, 800.0
채류, 시금치, 섬초, 1, 0, 280.0
류, 콜라비(순무양배추), 적콜라비, 1, 0, 110.0
류, 느타리버섯, 기타느타리버섯, 1, 0, 640.0
채류, 시금치, 시금치, 1, 0, 260.0
채소류, 쪽파, 깐쪽파, 1, 0, 500.0
류, 오이, 백다다기, 1, 0, 210.0
채류, 깻잎, 깻잎순, 1, 0, 412.5
과채류, 방울토마토, 대추방울, 1, 0, 233.33333
류, 비타민, 비타민, 1, 0, 610.0
, 고구마, 기타, 1, 0, 210.0
과채류, 방울토마토, 대추방울, 1, 0, 333.33334
과채류, 딸기, 설향, 1, 0, 500.0
채류, 시금치, 시금치, 1, 0, 330.0
채류, 미나리, 돌미나리, 1, 0, 500.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 175.0
류, 감귤, 레드향, 1, 0, 540.0
류, 사과, 미얀마, 1, 0, 184.66667
류, 감귤, 조생귤, 1, 0, 240.0
채류, 시금치, 섬초, 1, 0, 415.0
채소류, 풋고추, 청양, 1, 0, 880.0
과채류, 토마토, 토마토, 1, 0, 252.0
채소류, 풋고추, 청양, 1, 0, 500.0
과채류, 토마토, 토마토, 1, 0, 248.0
류, 새송이, 새송이버섯, 1, 0, 160.0
과채류, 토마토, 토마토, 1, 0, 236.0
류, 새송이, 새송이버섯, 1, 0, 350.0
과채류, 토마토, 토마토, 1, 0, 182.0
과채류, 토마토, 토마토, 1, 0, 110.0
채소류, 풋고추, 청양, 1, 0, 900.0
과채류, 토마토, 토마토, 1, 0, 240.0
류, 새송이, 새송이버섯, 1, 0, 375.0
과채류, 토마토, 토마토, 1, 0, 204.0
채소류, 풋고추, 청양, 1, 0, 550.0
류, 새송이, 새송이버섯, 1, 0, 375.0
류, 무, 세척무, 1, 0, 70.0
채소류, 풋고추, 롱그린, 1, 0, 380.0
류, 감귤, 조생귤, 1, 0, 330.0
류, 감귤, 조생귤, 1, 0, 70.0
과채류, 토마토, 토마토, 1, 0, 200.0
류, 곶감, 곶감, 1, 0, 110.0
류, 감귤, 조생귤, 1, 0, 70.0
과채류, 딸기, 설향, 1, 0, 830.0
류, 단감, 부유, 1, 0, 280.0
과채류, 딸기, 설향, 1, 0, 870.0
채류, 기타, 엽경채류, 1, 0, 186.66667
류, 사과, 미얀마, 1, 0, 334.5
류, 단감, 부유, 1, 0, 360.0
과채류, 딸기, 설향, 1, 0, 1250.0
류, 사과, 미얀마, 1, 0, 89.5
류, 사과, 미얀마, 1, 0, 334.5
과채류, 딸기, 기타딸기, 1, 0, 1600.0
과채류, 딸기, 설향, 1, 0, 960.0
채류, 시금치, 시금치, 1, 0, 431.1111
류, 포도, 샤인마스캇, 1, 0, 300.0
류, 사과, 미얀마, 1, 0, 116.5
과채류, 딸기, 설향, 1, 0, 825.0
류, 포도, 샤인마스캇, 1, 0, 300.0
류, 사과, 미얀마, 1, 0, 151.0
류, 표고버섯, 표고버섯, 1, 0, 320.0
류, 사과, 미얀마, 1, 0, 162.5
류, 포도, 샤인마스캇, 1, 0, 300.0
과채류, 딸기, 설향, 1, 0, 1150.0
류, 사과, 미얀마, 1, 0, 172.5
류, 포도, 샤인마스캇, 1, 0, 300.0
류, 사과, 미얀마, 1, 0, 224.5
류, 사과, 미얀마, 1, 0, 268.0
류, 사과, 미얀마, 1, 0, 261.5
류, 포도, 샤인마스캇, 1, 0, 650.0
류, 포도, 샤인마스캇, 1, 0, 650.0
과채류, 딸기, 장희, 1, 0, 260.0
과채류, 토마토, 토마토, 1, 0, 320.0
류, 감귤, 조생귤, 1, 0, 70.0
과채류, 수박, 수박, 1, 0, 338.0
류, 감귤, 레드향, 1, 0, 633.3333
류, 사과, 후지, 1, 0, 365.0
과채류, 딸기, 설향, 1, 0, 1300.0
과채류, 토마토, 토마토, 1, 0, 120.0
채류, 냉이, 일반냉이, 1, 0, 687.5
류, 사과, 기타사과, 1, 0, 210.0
과채류, 딸기, 설향, 1, 0, 1360.0
채류, 시금치, 시금치, 1, 0, 137.5
, 고구마, 기타, 1, 0, 100.0
과채류, 딸기, 설향, 1, 0, 420.0
채류, 시금치, 시금치, 1, 0, 137.5
류, 감귤, 조생귤, 1, 0, 150.0
류, 아보카도, 아보카도, 0, 0, 160.71428
류, 감귤, 조생귤, 1, 0, 290.0
채류, 시금치, 시금치, 1, 0, 142.5
류, 아보카도, 아보카도, 0, 0, 660.7143
, 고구마, 기타, 1, 0, 240.0
류, 감귤, 레드향, 1, 0, 653.3333
과채류, 딸기, 설향, 1, 0, 880.0
, 고구마, 밤고구마, 1, 0, 346.0
, 고구마, 밤고구마, 1, 0, 346.0
과채류, 딸기, 설향, 1, 0, 1460.0
과채류, 딸기, 설향, 1, 0, 900.0
류, 사과, 후지, 1, 0, 385.0
류, 콜라비(순무양배추), 콜라비, 1, 0, 104.0
류, 새송이, 새송이버섯, 1, 0, 245.0
류, 단감, 부유, 1, 0, 191.0
채소류, 대파, 대파, 1, 0, 200.0
류, 감귤, 기타감귤, 1, 0, 400.0
류, 양상추, 양상추, 1, 0, 290.0
류, 기타, 산나물, 1, 0, 857.1429
채류, 깻잎, 깻잎, 1, 0, 512.5
류, 감귤, 조생귤, 1, 0, 252.0
류, 감귤, 비가림감귤, 1, 0, 260.0
과채류, 딸기, 설향, 1, 0, 600.0
채류, 시금치, 섬초, 1, 0, 340.0
류, 만감, 한라봉, 1, 0, 433.33334
류, 감귤, 조생귤, 1, 0, 60.0
과채류, 딸기, 설향, 1, 0, 1100.0
채류, 양배추, 양배추, 1, 0, 77.0
과채류, 토마토, 대저토마토, 1, 0, 340.0
채류, 깻잎, 기타깻잎, 1, 0, 125.0
과채류, 딸기, 설향, 1, 0, 750.0
채소류, 쪽파, 깐쪽파, 1, 0, 720.0
채류, 달래, 달래, 1, 0, 662.5
과채류, 딸기, 기타딸기, 1, 0, 4400.0
채류, 배추, 쌈배추, 1, 0, 262.5
류, 사과, 미얀마, 1, 0, 184.66667
채소류, 대파, 대파, 1, 0, 200.0
류, 만감, 한라봉, 1, 0, 400.0
, 고구마, 밤고구마, 1, 0, 255.0
, 고구마, 기타, 1, 0, 180.0
과채류, 딸기, 기타딸기, 1, 0, 1100.0
채류, 깻잎, 깻잎순, 1, 0, 183.33333
채소류, 쪽파, 깐쪽파, 1, 0, 430.0
채류, 시금치, 섬초, 1, 0, 650.0
채류, 부추, 일반부추, 1, 0, 214.28572
채류, 돗나물, 돗나물, 1, 0, 100.0
채류, 달래, 달래, 1, 0, 1470.0
류, 느타리버섯, 느타리버섯, 1, 0, 225.0
채소류, 대파, 대파, 1, 0, 180.0
류, 단감, 부유, 1, 0, 140.0
과채류, 딸기, 설향, 1, 0, 1080.0
채류, 시금치, 섬초, 1, 0, 625.0
과채류, 딸기, 설향, 1, 0, 1280.0
류, 양상추, 양상추, 1, 0, 425.0
류, 비타민, 비타민, 1, 0, 595.0
류, 새송이, 새송이버섯, 1, 0, 60.0
류, 감귤, 기타감귤, 1, 0, 180.0
채소류, 대파, 대파, 1, 0, 176.0
류, 오이, 백다다기, 1, 0, 455.55554
류, 호박, 애호박, 1, 0, 281.25
채류, 시금치, 시금치, 1, 0, 330.0
류, 표고버섯, 표고버섯, 1, 0, 587.5
과채류, 딸기, 설향, 1, 0, 1350.0
과채류, 딸기, 설향, 1, 0, 900.0
채소류, 대파, 대파, 1, 0, 180.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 218.75
채류, 깻잎, 깻잎, 1, 0, 362.5
, 고구마, 밤고구마, 1, 0, 250.0
류, 감귤, 기타감귤, 1, 0, 320.0
채소류, 대파, 대파, 1, 0, 180.0
채류, 시금치, 시금치, 1, 0, 300.0
류, 감귤, 천혜향, 1, 0, 550.0
채소류, 풋고추, 청양, 1, 0, 455.0
류, 단감, 부유, 1, 0, 170.0
류, 감귤, 천혜향, 1, 0, 444.44446
채류, 배추, 기타배추, 1, 0, 71.0
, 고구마, 기타, 1, 0, 140.0
채소류, 대파, 대파, 1, 0, 185.0
채류, 시금치, 시금치, 1, 0, 75.0
채류, 깻잎, 깻잎순, 1, 0, 562.5
채소류, 풋고추, 청양, 1, 0, 620.0
류, 오이, 취청, 1, 0, 680.0
류, 콜라비(순무양배추), 적콜라비, 1, 0, 113.333336
류, 사과, 미얀마, 1, 0, 190.0
류, 호박, 쥬키니호박, 1, 0, 248.0
채소류, 대파, 대파, 1, 0, 185.0
과채류, 딸기, 설향, 1, 0, 1450.0
류, 곶감, 고산곶감, 1, 0, 36.11111
채류, 시금치, 섬초, 1, 0, 250.0
채소류, 풋고추, 청양, 1, 0, 860.0
과채류, 방울토마토, 대추방울, 1, 0, 333.33334
류, 만감, 한라봉, 1, 0, 400.0
류, 표고버섯, 표고버섯, 1, 0, 600.0
류, 표고버섯, 표고버섯, 1, 0, 800.0
채소류, 대파, 대파, 1, 0, 185.0
류, 오이, 백다다기, 1, 0, 460.0
